user_id,segment,city,preferred_zone,historical_order_freq_monthly,account_age_days,favorite_category,time_habit
24474,budget,Mumbai,South,18,687,Beverage,Dinner
24475,budget,Mumbai,East,5,948,None,None
24476,budget,Delhi NCR,Central,6,647,Beverage,Dinner
24477,mid-range,Pune,West,10,651,Add-on,None
24478,budget,Mumbai,North,10,77,None,None
24479,premium,Delhi NCR,East,13,146,Beverage,None
24480,budget,Pune,South,13,462,Dessert,None
24481,budget,Delhi NCR,Central,15,963,None,None
24482,mid-range,Pune,South,11,752,None,None
24483,budget,Delhi NCR,West,20,841,Bread,None
24484,budget,Hyderabad,West,16,655,Bread,None
24485,mid-range,Bangalore,South,7,58,Beverage,None
24486,mid-range,Delhi NCR,North,8,520,None,Dinner
24487,premium,Mumbai,North,12,51,None,Dinner
24488,mid-range,Delhi NCR,North,7,637,None,None
24489,budget,Delhi NCR,North,18,988,Bread,Lunch
24490,budget,Bangalore,West,8,46,None,Dinner
24491,budget,Delhi NCR,East,21,200,Add-on,Lunch
24492,budget,Delhi NCR,East,15,609,Add-on,None
24493,mid-range,Bangalore,West,8,930,Bread,Lunch
24494,premium,Hyderabad,Central,17,840,None,Lunch
24495,budget,Hyderabad,East,13,101,None,None
24496,occasional,Delhi NCR,South,3,571,Add-on,Dinner
24497,mid-range,Pune,East,12,225,None,Dinner
24498,occasional,Hyderabad,South,1,148,Add-on,Dinner
24499,mid-range,Hyderabad,Central,10,245,None,Dinner
24500,occasional,Pune,South,2,765,Beverage,Lunch
24501,budget,Pune,North,20,180,None,None
24502,mid-range,Bangalore,South,12,195,Add-on,Dinner
24503,budget,Bangalore,East,14,551,Beverage,Lunch
24504,premium,Pune,Central,7,897,None,Morning
24505,budget,Delhi NCR,West,13,801,None,Dinner
24506,mid-range,Hyderabad,Central,12,846,None,None
24507,mid-range,Hyderabad,East,7,483,None,Dinner
24508,budget,Hyderabad,West,17,332,Add-on,Dinner
24509,mid-range,Bangalore,South,6,595,Add-on,Lunch
24510,budget,Bangalore,Central,17,987,None,Dinner
24511,premium,Mumbai,Central,11,590,Add-on,Morning
24512,occasional,Delhi NCR,East,2,443,None,None
24513,budget,Mumbai,North,12,180,Dessert,Morning
24514,mid-range,Bangalore,East,10,710,None,None
24515,premium,Mumbai,East,16,474,None,LateNight
24516,budget,Bangalore,Central,7,730,Beverage,None
24517,premium,Delhi NCR,North,12,425,None,None
24518,mid-range,Delhi NCR,Central,8,281,Dessert,Dinner
24519,mid-range,Hyderabad,Central,10,707,None,None
24520,mid-range,Delhi NCR,Central,8,171,Dessert,None
24521,premium,Mumbai,South,9,228,None,None
24522,budget,Bangalore,East,12,659,Add-on,Dinner
24523,budget,Pune,East,16,295,None,None
24524,mid-range,Hyderabad,East,1,558,Beverage,Lunch
24525,occasional,Bangalore,Central,2,373,Add-on,None
24526,mid-range,Hyderabad,Central,4,820,Bread,None
24527,budget,Bangalore,East,15,346,Add-on,None
24528,budget,Delhi NCR,East,11,191,None,None
24529,premium,Delhi NCR,East,13,484,Add-on,Morning
24530,mid-range,Mumbai,Central,7,770,None,Dinner
24531,budget,Pune,North,11,272,None,None
24532,mid-range,Mumbai,West,8,745,None,None
24533,budget,Delhi NCR,West,16,75,None,Lunch
24534,occasional,Mumbai,South,1,818,Add-on,None
24535,budget,Pune,North,14,286,None,None
24536,budget,Mumbai,Central,17,142,Beverage,None
24537,budget,Hyderabad,West,17,814,None,Dinner
24538,mid-range,Bangalore,West,7,128,Add-on,Lunch
24539,budget,Mumbai,South,17,760,None,Dinner
24540,premium,Pune,East,9,340,None,None
24541,budget,Bangalore,East,14,767,Beverage,None
24542,mid-range,Mumbai,East,10,751,Beverage,Lunch
24543,budget,Pune,North,15,866,Add-on,Morning
24544,mid-range,Mumbai,West,14,186,None,None
24545,budget,Delhi NCR,West,20,823,None,Dinner
24546,budget,Hyderabad,West,11,663,None,Lunch
24547,premium,Mumbai,North,10,976,Add-on,Lunch
24548,premium,Pune,West,17,585,Add-on,Lunch
24549,mid-range,Delhi NCR,South,11,883,None,Lunch
24550,occasional,Pune,Central,1,752,None,Dinner
24551,budget,Mumbai,East,17,419,None,LateNight
24552,budget,Pune,West,15,174,None,Dinner
24553,budget,Delhi NCR,West,10,361,None,Dinner
24554,mid-range,Mumbai,Central,6,128,Dessert,Morning
24555,budget,Pune,North,11,789,Dessert,Lunch
24556,budget,Pune,South,14,572,Dessert,None
24557,budget,Mumbai,Central,18,967,None,None
24558,budget,Pune,North,19,532,None,LateNight
24559,budget,Mumbai,East,17,23,Beverage,Morning
24560,mid-range,Hyderabad,South,9,647,Dessert,LateNight
24561,mid-range,Pune,East,9,554,Beverage,Dinner
24562,mid-range,Bangalore,East,8,21,None,None
24563,budget,Bangalore,North,18,410,None,None
24564,mid-range,Pune,North,9,364,Add-on,LateNight
24565,mid-range,Delhi NCR,North,10,281,None,Dinner
24566,premium,Hyderabad,South,9,481,None,None
24567,budget,Pune,East,15,414,None,None
24568,premium,Hyderabad,South,12,83,Beverage,None
24569,budget,Hyderabad,West,9,958,Add-on,None
24570,mid-range,Mumbai,West,6,906,Beverage,None
24571,budget,Mumbai,East,8,245,Beverage,None
24572,budget,Pune,North,15,991,None,None
24573,occasional,Bangalore,East,4,902,None,LateNight
24574,budget,Bangalore,West,16,899,None,Morning
24575,budget,Bangalore,North,15,736,Dessert,Morning
24576,budget,Bangalore,Central,17,626,None,LateNight
24577,budget,Hyderabad,East,15,218,None,Dinner
24578,budget,Delhi NCR,North,12,313,Add-on,Morning
24579,mid-range,Bangalore,West,12,777,None,Lunch
24580,budget,Mumbai,South,15,567,None,None
24581,premium,Bangalore,East,17,342,None,None
24582,occasional,Bangalore,East,1,828,Dessert,Lunch
24583,mid-range,Delhi NCR,North,9,138,Beverage,None
24584,occasional,Mumbai,South,1,85,None,None
24585,budget,Pune,Central,19,672,Beverage,Morning
24586,mid-range,Pune,East,6,583,None,Dinner
24587,budget,Delhi NCR,South,19,90,None,Dinner
24588,budget,Mumbai,North,13,992,None,None
24589,premium,Bangalore,Central,12,260,None,None
24590,budget,Delhi NCR,Central,16,597,Dessert,Morning
24591,budget,Pune,Central,15,739,Beverage,Lunch
24592,mid-range,Mumbai,North,8,589,None,None
24593,occasional,Mumbai,South,2,165,Add-on,Lunch
24594,budget,Delhi NCR,South,19,744,Beverage,Morning
24595,budget,Bangalore,North,16,838,Beverage,None
24596,budget,Hyderabad,West,14,427,None,Dinner
24597,mid-range,Pune,West,6,56,Beverage,Lunch
24598,budget,Hyderabad,Central,15,216,Add-on,Lunch
24599,premium,Pune,South,10,575,None,Dinner
24600,mid-range,Mumbai,West,8,734,None,Morning
24601,budget,Hyderabad,West,12,306,Dessert,None
24602,mid-range,Delhi NCR,North,9,692,None,None
24603,mid-range,Delhi NCR,Central,8,977,None,None
24604,mid-range,Hyderabad,West,8,236,Beverage,None
24605,premium,Bangalore,East,13,604,None,None
24606,mid-range,Hyderabad,South,4,384,None,None
24607,mid-range,Pune,East,12,615,Dessert,None
24608,mid-range,Delhi NCR,North,8,154,None,None
24609,mid-range,Delhi NCR,South,12,382,Dessert,None
24610,premium,Bangalore,South,19,63,Add-on,Lunch
24611,mid-range,Delhi NCR,South,9,356,None,Lunch
24612,occasional,Mumbai,East,3,711,None,Dinner
24613,occasional,Mumbai,West,1,756,None,Lunch
24614,budget,Bangalore,West,19,449,None,None
24615,mid-range,Pune,South,10,486,None,None
24616,mid-range,Delhi NCR,West,6,496,Beverage,Morning
24617,mid-range,Bangalore,West,3,315,None,Dinner
24618,budget,Bangalore,North,13,225,Beverage,Dinner
24619,occasional,Delhi NCR,East,1,537,Add-on,Lunch
24620,budget,Mumbai,South,13,132,None,Dinner
24621,budget,Delhi NCR,Central,20,754,None,None
24622,mid-range,Bangalore,East,9,985,None,None
24623,budget,Hyderabad,South,13,29,None,None
24624,premium,Bangalore,East,12,337,Add-on,None
24625,mid-range,Mumbai,South,6,113,None,None
24626,occasional,Hyderabad,Central,1,869,Dessert,None
24627,mid-range,Bangalore,East,4,334,None,Lunch
24628,budget,Delhi NCR,South,16,406,Bread,None
24629,budget,Pune,East,13,827,None,None
24630,budget,Bangalore,North,17,371,None,Dinner
24631,mid-range,Pune,South,11,754,Bread,None
24632,mid-range,Hyderabad,North,4,483,None,None
24633,budget,Mumbai,South,14,583,None,None
24634,budget,Pune,East,13,810,None,Morning
24635,mid-range,Pune,Central,4,214,None,None
24636,budget,Pune,South,15,822,Beverage,None
24637,budget,Pune,Central,17,758,None,Morning
24638,budget,Hyderabad,West,15,527,None,Morning
24639,mid-range,Pune,Central,8,24,Beverage,None
24640,mid-range,Delhi NCR,North,6,419,None,None
24641,budget,Bangalore,South,18,552,Beverage,Lunch
24642,premium,Bangalore,East,11,987,Beverage,Lunch
24643,budget,Bangalore,South,13,42,None,Lunch
24644,budget,Bangalore,South,18,686,None,Dinner
24645,mid-range,Mumbai,West,17,115,None,None
24646,occasional,Bangalore,North,1,452,Dessert,Lunch
24647,premium,Mumbai,West,9,28,None,None
24648,mid-range,Hyderabad,South,9,518,Beverage,Lunch
24649,budget,Bangalore,South,15,927,Beverage,LateNight
24650,mid-range,Delhi NCR,North,11,905,None,None
24651,budget,Bangalore,North,15,197,None,None
24652,budget,Pune,East,6,833,None,Morning
24653,mid-range,Delhi NCR,West,3,593,Add-on,None
24654,budget,Pune,South,17,626,None,Dinner
24655,mid-range,Hyderabad,West,5,761,Add-on,Dinner
24656,premium,Pune,Central,15,875,Beverage,Dinner
24657,mid-range,Delhi NCR,North,8,963,None,None
24658,mid-range,Bangalore,Central,9,388,Beverage,None
24659,budget,Pune,North,16,970,None,None
24660,budget,Bangalore,Central,9,35,None,None
24661,mid-range,Bangalore,East,8,184,Bread,None
24662,budget,Bangalore,Central,19,785,None,LateNight
24663,mid-range,Hyderabad,Central,4,299,Beverage,Lunch
24664,budget,Delhi NCR,East,8,117,Dessert,None
24665,mid-range,Bangalore,West,5,116,None,LateNight
24666,mid-range,Bangalore,North,7,706,Bread,Dinner
24667,occasional,Pune,Central,2,484,Add-on,LateNight
24668,occasional,Hyderabad,Central,2,787,None,Dinner
24669,mid-range,Bangalore,North,11,341,Beverage,Dinner
24670,premium,Hyderabad,Central,12,612,None,Lunch
24671,budget,Mumbai,South,17,615,Beverage,None
24672,mid-range,Delhi NCR,South,7,477,None,None
24673,mid-range,Pune,North,8,653,None,None
24674,mid-range,Delhi NCR,West,4,577,Beverage,Dinner
24675,mid-range,Pune,East,9,700,Bread,Dinner
24676,mid-range,Delhi NCR,East,4,725,Dessert,None
24677,budget,Hyderabad,West,8,716,Add-on,LateNight
24678,mid-range,Mumbai,South,2,21,None,None
24679,budget,Pune,Central,13,327,Beverage,None
24680,premium,Hyderabad,Central,9,112,Beverage,None
24681,mid-range,Bangalore,North,8,935,Beverage,None
24682,budget,Bangalore,Central,13,200,None,None
24683,mid-range,Pune,East,6,151,Add-on,None
24684,mid-range,Hyderabad,West,7,512,None,Morning
24685,budget,Hyderabad,East,17,114,None,Lunch
24686,budget,Hyderabad,East,22,257,Add-on,Morning
24687,mid-range,Hyderabad,East,4,949,None,None
24688,mid-range,Hyderabad,West,7,791,None,None
24689,mid-range,Hyderabad,Central,3,361,None,None
24690,mid-range,Hyderabad,South,4,710,Bread,None
24691,occasional,Hyderabad,North,2,396,None,Dinner
24692,mid-range,Bangalore,South,5,416,Add-on,Lunch
24693,mid-range,Delhi NCR,North,15,106,Beverage,Lunch
24694,mid-range,Hyderabad,Central,12,387,Beverage,LateNight
24695,occasional,Pune,East,1,909,Bread,None
24696,budget,Mumbai,East,8,82,None,Morning
24697,mid-range,Hyderabad,North,6,450,Add-on,Lunch
24698,budget,Pune,West,19,318,Bread,None
24699,budget,Hyderabad,Central,17,177,None,None
24700,mid-range,Bangalore,West,9,663,Add-on,Lunch
24701,mid-range,Mumbai,East,10,759,Bread,LateNight
24702,mid-range,Mumbai,South,9,342,None,Dinner
24703,mid-range,Delhi NCR,North,5,135,None,None
24704,budget,Delhi NCR,North,18,179,None,Dinner
24705,budget,Pune,Central,19,217,Add-on,Dinner
24706,budget,Delhi NCR,East,12,595,None,Dinner
24707,mid-range,Delhi NCR,East,3,88,None,Lunch
24708,budget,Delhi NCR,North,7,101,Dessert,Lunch
24709,budget,Mumbai,North,20,835,None,Dinner
24710,mid-range,Delhi NCR,West,5,841,None,Dinner
24711,mid-range,Bangalore,West,4,274,Dessert,None
24712,mid-range,Pune,North,12,330,None,None
24713,budget,Hyderabad,Central,18,456,None,Lunch
24714,premium,Delhi NCR,Central,14,900,None,Dinner
24715,mid-range,Bangalore,South,10,203,None,Morning
24716,budget,Pune,North,13,200,None,Lunch
24717,budget,Delhi NCR,South,11,273,None,Morning
24718,premium,Bangalore,Central,17,167,Beverage,Morning
24719,mid-range,Bangalore,West,7,777,Beverage,None
24720,mid-range,Delhi NCR,Central,11,35,None,None
24721,premium,Hyderabad,North,21,608,None,Lunch
24722,mid-range,Mumbai,West,5,539,Add-on,LateNight
24723,mid-range,Bangalore,West,8,285,Beverage,Lunch
24724,budget,Mumbai,West,5,720,Dessert,Dinner
24725,budget,Bangalore,South,13,347,None,LateNight
24726,mid-range,Bangalore,South,11,703,Dessert,Dinner
24727,mid-range,Bangalore,West,9,72,None,Lunch
24728,mid-range,Mumbai,West,8,649,None,Lunch
24729,budget,Delhi NCR,East,15,853,None,Lunch
24730,mid-range,Bangalore,West,5,425,Dessert,Dinner
24731,mid-range,Hyderabad,Central,10,650,None,Dinner
24732,occasional,Mumbai,North,2,505,Beverage,LateNight
24733,budget,Mumbai,Central,15,480,None,Morning
24734,budget,Mumbai,South,13,812,None,Lunch
24735,budget,Mumbai,North,20,747,Dessert,Lunch
24736,mid-range,Pune,West,6,36,None,Morning
24737,mid-range,Pune,West,9,974,None,None
24738,budget,Mumbai,South,9,857,None,Dinner
24739,occasional,Bangalore,East,2,368,Bread,Morning
24740,budget,Mumbai,Central,19,460,None,None
24741,mid-range,Bangalore,North,7,572,Add-on,LateNight
24742,mid-range,Mumbai,Central,2,925,None,Morning
24743,premium,Delhi NCR,South,12,987,Add-on,Lunch
24744,budget,Pune,East,20,408,Beverage,None
24745,budget,Pune,Central,7,57,None,Lunch
24746,mid-range,Mumbai,Central,13,320,None,Dinner
24747,mid-range,Bangalore,North,17,965,None,None
24748,mid-range,Mumbai,West,7,539,Add-on,Lunch
24749,budget,Mumbai,West,15,718,None,Lunch
24750,budget,Mumbai,West,22,575,Beverage,Dinner
24751,budget,Bangalore,Central,13,928,Dessert,None
24752,mid-range,Bangalore,North,9,711,None,None
24753,mid-range,Bangalore,West,10,623,Bread,Lunch
24754,budget,Delhi NCR,East,20,303,None,None
24755,budget,Hyderabad,East,16,93,None,Dinner
24756,budget,Bangalore,South,15,927,None,None
24757,mid-range,Hyderabad,Central,9,180,None,None
24758,mid-range,Hyderabad,North,6,866,None,LateNight
24759,budget,Hyderabad,North,15,927,Beverage,None
24760,budget,Pune,South,20,265,None,None
24761,budget,Pune,South,16,21,None,None
24762,mid-range,Delhi NCR,North,10,708,Beverage,Morning
24763,mid-range,Mumbai,Central,8,493,Dessert,Dinner
24764,premium,Pune,North,12,441,None,None
24765,mid-range,Hyderabad,Central,6,152,Dessert,None
24766,mid-range,Bangalore,West,4,331,None,None
24767,budget,Bangalore,South,15,14,Dessert,Morning
24768,mid-range,Pune,South,13,162,None,None
24769,budget,Mumbai,South,4,133,Beverage,None
24770,budget,Mumbai,Central,20,570,None,None
24771,budget,Delhi NCR,West,18,648,None,Lunch
24772,budget,Delhi NCR,South,24,823,None,None
24773,occasional,Bangalore,Central,1,848,None,Dinner
24774,budget,Mumbai,South,17,744,None,Lunch
24775,occasional,Mumbai,South,1,180,None,Lunch
24776,budget,Hyderabad,South,8,240,Dessert,None
24777,occasional,Bangalore,East,2,151,None,None
24778,budget,Bangalore,North,15,930,None,LateNight
24779,mid-range,Hyderabad,North,4,538,None,Lunch
24780,mid-range,Mumbai,Central,14,547,None,Dinner
24781,mid-range,Delhi NCR,East,14,785,Beverage,Lunch
24782,occasional,Pune,Central,2,673,Add-on,Dinner
24783,mid-range,Pune,East,8,564,None,Lunch
24784,occasional,Mumbai,South,4,229,None,None
24785,mid-range,Mumbai,South,11,190,None,None
24786,budget,Pune,East,20,445,Add-on,None
24787,mid-range,Hyderabad,North,14,626,Bread,Lunch
24788,mid-range,Pune,Central,6,465,Dessert,None
24789,occasional,Delhi NCR,North,2,530,None,Dinner
24790,occasional,Delhi NCR,Central,1,419,None,None
24791,premium,Mumbai,South,18,969,None,Lunch
24792,budget,Delhi NCR,South,12,668,None,Morning
24793,mid-range,Mumbai,West,5,969,None,None
24794,budget,Bangalore,South,16,92,None,None
24795,mid-range,Bangalore,East,10,687,None,Lunch
24796,budget,Bangalore,East,20,273,None,LateNight
24797,mid-range,Hyderabad,South,5,168,Add-on,None
24798,budget,Hyderabad,North,10,741,Beverage,Lunch
24799,mid-range,Delhi NCR,East,13,538,Add-on,Dinner
24800,budget,Pune,Central,17,514,Dessert,Lunch
24801,premium,Bangalore,East,13,179,None,Lunch
24802,premium,Mumbai,East,12,638,Bread,LateNight
24803,mid-range,Hyderabad,South,6,42,None,Lunch
24804,mid-range,Mumbai,West,8,269,None,Dinner
24805,premium,Pune,East,12,673,None,Dinner
24806,mid-range,Delhi NCR,Central,11,227,None,Lunch
24807,premium,Hyderabad,East,7,876,None,None
24808,mid-range,Mumbai,South,9,761,None,None
24809,budget,Delhi NCR,North,12,419,Beverage,Lunch
24810,mid-range,Delhi NCR,Central,1,262,None,None
24811,mid-range,Delhi NCR,West,8,509,None,None
24812,premium,Mumbai,West,13,774,None,None
24813,budget,Hyderabad,West,17,788,None,Dinner
24814,budget,Bangalore,Central,11,374,None,Morning
24815,mid-range,Pune,Central,8,462,None,None
24816,mid-range,Hyderabad,North,8,754,None,Lunch
24817,occasional,Bangalore,West,1,870,None,LateNight
24818,occasional,Mumbai,South,2,248,None,Dinner
24819,mid-range,Bangalore,South,6,523,None,None
24820,premium,Mumbai,West,14,794,None,LateNight
24821,mid-range,Pune,North,7,198,Beverage,None
24822,mid-range,Mumbai,Central,10,750,None,Lunch
24823,budget,Pune,East,20,810,None,None
24824,budget,Delhi NCR,East,9,457,Dessert,None
24825,mid-range,Pune,East,9,705,None,Morning
24826,budget,Hyderabad,West,16,790,Dessert,Lunch
24827,mid-range,Delhi NCR,Central,9,182,None,LateNight
24828,mid-range,Hyderabad,Central,8,132,Beverage,LateNight
24829,occasional,Mumbai,North,1,482,Dessert,Lunch
24830,budget,Pune,West,5,168,Add-on,Dinner
24831,budget,Bangalore,Central,18,46,None,None
24832,premium,Pune,Central,10,371,None,None
24833,premium,Mumbai,South,8,278,None,Morning
24834,premium,Mumbai,West,10,345,None,Lunch
24835,budget,Hyderabad,North,19,900,None,None
24836,budget,Hyderabad,South,10,929,None,Dinner
24837,mid-range,Hyderabad,South,9,65,None,Dinner
24838,budget,Delhi NCR,West,15,881,Dessert,Dinner
24839,premium,Delhi NCR,North,9,125,None,None
24840,mid-range,Hyderabad,East,5,663,Beverage,None
24841,mid-range,Bangalore,East,10,720,None,Lunch
24842,occasional,Hyderabad,West,3,480,Dessert,None
24843,mid-range,Bangalore,West,9,263,Beverage,None
24844,mid-range,Bangalore,North,1,54,Dessert,Morning
24845,mid-range,Hyderabad,West,7,742,None,LateNight
24846,budget,Bangalore,East,15,276,None,None
24847,budget,Pune,Central,13,819,Bread,Dinner
24848,mid-range,Pune,Central,6,53,None,None
24849,mid-range,Hyderabad,North,7,727,None,None
24850,budget,Hyderabad,West,14,652,None,None
24851,budget,Hyderabad,Central,9,927,None,Lunch
24852,budget,Pune,North,15,250,Beverage,Dinner
24853,occasional,Delhi NCR,South,2,303,None,Morning
24854,mid-range,Pune,South,5,234,None,Dinner
24855,occasional,Delhi NCR,North,1,583,None,Lunch
24856,budget,Mumbai,South,11,319,None,None
24857,mid-range,Delhi NCR,Central,5,501,None,Dinner
24858,mid-range,Delhi NCR,East,1,733,None,Dinner
24859,budget,Bangalore,North,15,838,None,Dinner
24860,mid-range,Mumbai,Central,12,650,None,None
24861,premium,Mumbai,North,7,805,None,LateNight
24862,mid-range,Mumbai,Central,1,975,None,LateNight
24863,budget,Delhi NCR,South,12,779,None,Morning
24864,mid-range,Bangalore,East,9,220,None,None
24865,budget,Delhi NCR,South,17,461,None,None
24866,premium,Mumbai,North,16,164,None,Lunch
24867,mid-range,Pune,East,2,825,None,None
24868,budget,Delhi NCR,East,21,574,Beverage,None
24869,budget,Pune,Central,19,120,None,None
24870,mid-range,Pune,Central,5,520,None,Morning
24871,premium,Bangalore,Central,10,878,Add-on,Dinner
24872,budget,Pune,West,10,243,None,LateNight
24873,budget,Mumbai,South,9,667,None,None
24874,budget,Pune,South,10,905,None,LateNight
24875,mid-range,Hyderabad,Central,6,49,None,LateNight
24876,budget,Pune,Central,13,156,None,LateNight
24877,mid-range,Pune,South,15,913,None,Morning
24878,premium,Pune,Central,16,415,None,Morning
24879,budget,Mumbai,Central,11,106,None,LateNight
24880,occasional,Delhi NCR,West,1,192,Dessert,Dinner
24881,budget,Delhi NCR,East,15,984,Add-on,Dinner
24882,mid-range,Hyderabad,West,4,585,Bread,None
24883,mid-range,Hyderabad,South,5,939,None,None
24884,budget,Delhi NCR,South,9,565,None,Dinner
24885,mid-range,Delhi NCR,West,2,602,None,Dinner
24886,premium,Delhi NCR,Central,10,782,None,Dinner
24887,premium,Bangalore,Central,9,412,None,None
24888,mid-range,Hyderabad,North,11,488,Add-on,Lunch
24889,mid-range,Hyderabad,Central,6,981,None,LateNight
24890,mid-range,Pune,West,2,877,None,Dinner
24891,occasional,Bangalore,East,1,855,Dessert,Morning
24892,mid-range,Bangalore,Central,11,75,Bread,Morning
24893,budget,Delhi NCR,Central,18,369,None,None
24894,mid-range,Delhi NCR,North,13,118,None,None
24895,premium,Bangalore,East,11,694,Beverage,None
24896,budget,Mumbai,West,18,806,None,Lunch
24897,budget,Mumbai,East,15,352,Add-on,None
24898,mid-range,Hyderabad,South,9,25,None,Dinner
24899,budget,Delhi NCR,Central,12,774,Add-on,Morning
24900,budget,Delhi NCR,Central,16,516,Beverage,Lunch
24901,budget,Mumbai,East,12,525,None,None
24902,mid-range,Bangalore,South,13,884,None,None
24903,mid-range,Mumbai,North,8,144,Dessert,None
24904,mid-range,Mumbai,West,8,959,Add-on,LateNight
24905,premium,Mumbai,West,6,717,None,Morning
24906,mid-range,Bangalore,South,1,127,None,Dinner
24907,budget,Bangalore,South,12,508,None,LateNight
24908,budget,Mumbai,South,13,80,None,None
24909,occasional,Delhi NCR,East,1,236,Dessert,None
24910,budget,Bangalore,North,13,755,Add-on,Dinner
24911,mid-range,Hyderabad,West,10,991,Beverage,None
24912,occasional,Mumbai,Central,1,172,None,Lunch
24913,mid-range,Hyderabad,West,10,459,Add-on,None
24914,premium,Bangalore,Central,6,459,None,Lunch
24915,budget,Mumbai,West,12,461,Add-on,Dinner
24916,budget,Hyderabad,North,16,679,Dessert,Morning
24917,mid-range,Pune,Central,9,727,None,Lunch
24918,budget,Bangalore,West,19,37,None,None
24919,budget,Bangalore,South,15,729,None,LateNight
24920,occasional,Bangalore,West,1,950,None,Dinner
24921,budget,Bangalore,West,14,303,None,Lunch
24922,mid-range,Delhi NCR,Central,4,400,None,Lunch
24923,mid-range,Pune,South,10,275,Dessert,None
24924,budget,Pune,West,15,810,None,Lunch
24925,mid-range,Pune,Central,1,511,Bread,Lunch
24926,budget,Delhi NCR,West,18,721,None,Lunch
24927,mid-range,Bangalore,West,7,817,Bread,Morning
24928,premium,Mumbai,Central,9,138,None,Morning
24929,budget,Pune,North,15,791,None,Lunch
24930,mid-range,Hyderabad,West,6,779,None,None
24931,mid-range,Mumbai,West,11,796,None,None
24932,mid-range,Delhi NCR,East,6,257,Add-on,Lunch
24933,mid-range,Pune,North,4,946,Beverage,None
24934,budget,Pune,North,16,97,None,Morning
24935,budget,Delhi NCR,North,8,42,Add-on,None
24936,mid-range,Hyderabad,West,4,563,None,Lunch
24937,occasional,Mumbai,North,2,866,None,Dinner
24938,mid-range,Pune,South,9,760,None,Dinner
24939,mid-range,Hyderabad,South,13,498,None,None
24940,mid-range,Bangalore,North,7,610,Add-on,Dinner
24941,mid-range,Pune,West,3,705,None,LateNight
24942,budget,Delhi NCR,South,14,943,None,Dinner
24943,mid-range,Mumbai,South,5,335,None,Dinner
24944,premium,Delhi NCR,Central,11,100,Dessert,Lunch
24945,budget,Pune,South,17,246,None,Lunch
24946,premium,Pune,South,9,174,Dessert,Morning
24947,occasional,Hyderabad,East,1,674,Dessert,None
24948,budget,Bangalore,East,10,281,Dessert,None
24949,budget,Bangalore,East,21,797,Beverage,Lunch
24950,mid-range,Bangalore,West,9,979,None,Dinner
24951,budget,Mumbai,West,16,541,Beverage,None
24952,occasional,Hyderabad,Central,2,866,None,None
24953,mid-range,Mumbai,East,5,299,None,None
24954,budget,Hyderabad,West,12,954,Add-on,Morning
24955,budget,Delhi NCR,West,15,329,None,Morning
24956,mid-range,Delhi NCR,West,13,957,Add-on,Morning
24957,mid-range,Hyderabad,Central,9,406,None,Dinner
24958,mid-range,Hyderabad,Central,8,799,Beverage,Morning
24959,mid-range,Pune,East,5,138,None,Lunch
24960,budget,Delhi NCR,West,7,133,Beverage,Dinner
24961,mid-range,Mumbai,West,10,449,None,Lunch
24962,premium,Pune,Central,19,899,None,None
24963,budget,Mumbai,South,19,473,Bread,Lunch
24964,budget,Hyderabad,North,7,851,Beverage,Lunch
24965,occasional,Pune,South,1,334,None,Lunch
24966,budget,Pune,South,21,943,Beverage,None
24967,premium,Delhi NCR,Central,14,514,None,Lunch
24968,premium,Pune,West,13,587,None,Dinner
24969,budget,Delhi NCR,Central,15,81,Dessert,None
24970,premium,Mumbai,Central,16,88,None,None
24971,budget,Mumbai,North,14,975,None,None
24972,mid-range,Mumbai,West,9,232,None,LateNight
24973,budget,Bangalore,Central,14,124,None,Dinner
24974,mid-range,Bangalore,West,10,499,None,Morning
24975,mid-range,Delhi NCR,North,6,187,None,LateNight
24976,mid-range,Hyderabad,South,2,184,None,Dinner
24977,budget,Bangalore,North,18,632,Beverage,None
24978,mid-range,Mumbai,South,8,334,Beverage,None
24979,budget,Hyderabad,South,15,826,None,Lunch
24980,mid-range,Pune,East,8,307,Beverage,Morning
24981,mid-range,Mumbai,West,2,698,None,Morning
24982,mid-range,Mumbai,Central,11,198,None,Morning
24983,mid-range,Pune,East,4,38,Dessert,Lunch
24984,occasional,Delhi NCR,South,1,373,None,Dinner
24985,budget,Mumbai,North,16,54,None,None
24986,occasional,Bangalore,South,1,200,Add-on,Morning
24987,budget,Delhi NCR,Central,15,81,Add-on,Dinner
24988,occasional,Pune,South,1,522,Beverage,Dinner
24989,premium,Delhi NCR,South,10,308,None,None
24990,budget,Hyderabad,Central,18,416,None,LateNight
24991,occasional,Hyderabad,West,2,943,Bread,None
24992,premium,Hyderabad,Central,9,221,None,Morning
24993,occasional,Delhi NCR,South,1,109,None,LateNight
24994,mid-range,Hyderabad,South,5,621,Add-on,None
24995,mid-range,Bangalore,North,4,639,None,None
24996,occasional,Pune,South,1,906,Beverage,None
24997,mid-range,Hyderabad,East,10,92,Add-on,None
24998,budget,Mumbai,West,22,435,Dessert,Dinner
24999,premium,Pune,East,10,553,Beverage,None
25000,mid-range,Delhi NCR,East,6,764,None,Dinner
25001,occasional,Delhi NCR,Central,2,763,None,None
25002,budget,Hyderabad,West,16,586,Dessert,Morning
25003,mid-range,Pune,North,12,579,Beverage,None
25004,occasional,Bangalore,East,1,79,None,None
25005,occasional,Pune,South,1,12,Add-on,Morning
25006,occasional,Pune,East,1,646,None,Morning
